workload_type,engine,ad_mode,M,instance_type,mean_runtime_ms,std_runtime_ms,sha_round,sha_eliminated,scaling_law_alpha,scaling_law_beta,extrapolated_runtime_ms,extrapolation_error_pct,ad_overhead_ratio,profiler_phase,profiler_decision
asian,cpu,none,1000,t2d-standard-4,8.531358000003783,0.1065537977916283,0,0,,,,,1.0,sha_round_0,
asian,jax,forward,1000,t2d-standard-4,325.1398539999997,10.613849540396346,0,0,,,,,4.6308802953126,sha_round_0,
asian,jax,forward,1000,t2d-standard-4,325.1398539999997,10.613849540396346,0,1,,,,,4.6308802953126,sha_round_0,
asian,jax,none,1000,t2d-standard-4,68.09830366666365,1.6106535299349458,0,0,,,,,1.0,sha_round_0,
asian,jax,reverse,1000,t2d-standard-4,227.45748966666213,3.8734575993750573,0,0,,,,,3.323133484631992,sha_round_0,
asian,jax,reverse,1000,t2d-standard-4,227.45748966666213,3.8734575993750573,0,1,,,,,3.323133484631992,sha_round_0,
european,cpu,none,1000,t2d-standard-4,0.07595066666491827,0.013533175910848096,0,0,,,,,1.0,sha_round_0,
european,jax,forward,1000,t2d-standard-4,1.5638053333333346,0.10504204409003899,0,0,,,,,4.32827382600836,sha_round_0,
european,jax,forward,1000,t2d-standard-4,1.5638053333333346,0.10504204409003899,0,1,,,,,4.32827382600836,sha_round_0,
european,jax,none,1000,t2d-standard-4,0.371829666666675,0.05366691527142972,0,0,,,,,1.0,sha_round_0,
european,jax,reverse,1000,t2d-standard-4,2.4415836666709843,0.5443077912295301,0,0,,,,,6.806756806962861,sha_round_0,
european,jax,reverse,1000,t2d-standard-4,2.4415836666709843,0.5443077912295301,0,1,,,,,6.806756806962861,sha_round_0,
european_local_vol,cpu,none,1000,t2d-standard-4,13.436422999996958,0.055904235943681775,0,0,,,,,1.0,sha_round_0,
european_local_vol,cpu,none,1000,t2d-standard-4,13.436422999996958,0.055904235943681775,0,1,,,,,1.0,sha_round_0,
european_local_vol,jax,forward,1000,t2d-standard-4,43.37348899999919,0.4985670834350656,0,0,,,,,4.27291911933722,sha_round_0,
european_local_vol,jax,forward,1000,t2d-standard-4,43.37348899999919,0.4985670834350656,0,1,,,,,4.27291911933722,sha_round_0,
european_local_vol,jax,none,1000,t2d-standard-4,9.492495666663103,0.29639779166958014,0,0,,,,,1.0,sha_round_0,
european_local_vol,jax,reverse,1000,t2d-standard-4,23.89992799999637,0.5336784525042345,0,0,,,,,2.6129046611617115,sha_round_0,
european_local_vol,jax,reverse,1000,t2d-standard-4,23.89992799999637,0.5336784525042345,0,1,,,,,2.6129046611617115,sha_round_0,
asian,cpu,none,5000,t2d-standard-4,32.29585159999999,0.40944389283087346,1,0,,,,,1.0,sha_round_1,
asian,cpu,none,5000,t2d-standard-4,32.29585159999999,0.40944389283087346,1,1,,,,,1.0,sha_round_1,
asian,jax,none,5000,t2d-standard-4,72.17551380000202,4.231137609056056,1,0,,,,,1.0,sha_round_1,
european,cpu,none,5000,t2d-standard-4,0.18028199999946537,0.019976110008110615,1,0,,,,,1.0,sha_round_1,
european,jax,none,5000,t2d-standard-4,0.6176075999974273,0.1362270254701282,1,0,,,,,1.0,sha_round_1,
european,jax,none,5000,t2d-standard-4,0.6176075999974273,0.1362270254701282,1,1,,,,,1.0,sha_round_1,
european_local_vol,jax,none,5000,t2d-standard-4,42.367199999998206,1.8886071212495164,1,0,,,,,1.0,sha_round_1,
asian,jax,none,25000,t2d-standard-4,119.599154999999,10.126826969629422,2,0,,,,,1.0,sha_round_2,
european,cpu,none,25000,t2d-standard-4,0.4968479999994153,0.02452236246692148,2,0,,,,,1.0,sha_round_2,
european_local_vol,jax,none,25000,t2d-standard-4,140.89094028571682,1.9666767496835913,2,0,,,,,1.0,sha_round_2,
